Global Rank     ,Company     ,Country,"Sales
            ($billion)     ","Profits
            ($billion)","Assets
            ($billion)","Market Value
            ($billion)"
1711,Aspen Pharmacare Holdings,South Africa,1.9,0.4,3.8,9.7
1716,RMB Holdings,South Africa,0.6,0.6,3.3,6.1
1948,Assore,South Africa,1.6,0.5,2.1,5.2
20,Samsung Electronics,South Korea,187.8,21.7,196.3,174.4
89,Hyundai Motor,South Korea,75,7.6,114.3,41.5
184,Posco,South Korea,56.5,2.2,74.5,22.9
251,Shinhan Financial Group,South Korea,16.3,2.1,277.5,17.2
268,Kia Motors,South Korea,42,3.4,30.5,19.8
278,Hyundai Mobis,South Korea,28.9,3.3,28.1,26.4
327,KB Financial Group,South Korea,15.6,1.5,265.1,13.2
330,Samsung Life Insurance,South Korea,19.1,0.8,142.2,17.7
366,SK Innovation,South Korea,65.1,1.1,31.8,13.7
379,Hyundai Heavy Industries,South Korea,48.8,0.9,46.3,11.6
383,Woori Finance Holdings,South Korea,15.2,1.4,306.2,9
405,SK Holdings,South Korea,106.3,0.9,85.2,7
431,Hana Financial Group,South Korea,12.5,1.5,263.9,8.5
470,Lotte Shopping,South Korea,22.2,1,34.6,10.3
482,LG Chem,South Korea,21.9,1.4,15.4,16.2
548,Korea Electric Power,South Korea,43.9,-2.8,129.3,17.4
550,KT Corp,South Korea,21.1,0.9,32.4,8.1
555,SK Telecom,South Korea,14.5,1,24.1,11.5
593,Industrial Bank of Korea,South Korea,9.3,1,185.9,6.4
612,Samsung Fire & Marine,South Korea,14.7,0.7,34.5,8.2
695,Samsung C&T,South Korea,23.8,0.4,24.2,8.5
730,LG Electronics,South Korea,45.3,0.1,29.6,11.6
762,S-Oil,South Korea,30.8,0.5,11.7,9.4
773,Hyundai Steel,South Korea,13.3,0.7,21.4,6.3
781,LG Corp,South Korea,8.7,0.8,15.1,10.2
795,Samsung Heavy Industries,South Korea,12.9,0.7,15.6,7.5
824,LG Display,South Korea,26.1,0.2,23,10.4
828,Hanwha Life Insurance,South Korea,9.4,0.5,61,5.3
858,Korea Gas,South Korea,31.1,0.3,34.3,4.7
951,SK Hynix,South Korea,9.6,-0.1,17.1,18
1026,Hyundai Engineering,South Korea,11.8,0.5,12,6.4
1197,Samsung SDI,South Korea,5.1,1.3,10.2,5.5
1203,GS Holdings,South Korea,8.7,0.4,12,5.4
1219,E-mart,South Korea,11.3,0.4,11.5,5.4
1234,Hyundai Glovis,South Korea,10.4,0.4,4,6.7
1276,Lotte Chemical,South Korea,14.1,0.3,9.8,6.5
1278,CJ Corp,South Korea,15.7,0.2,20.1,3.6
1352,DSME,South Korea,12.5,0.2,15.2,5
1354,Hyundai Marine & Fire,South Korea,8.1,0.4,16,2.3
1373,Korean Air,South Korea,11.3,0.2,21.6,2.6
1374,Dongbu Insurance,South Korea,8.2,0.3,15.6,2.5
1376,Samsung Engineering,South Korea,10.8,0.5,5.3,4.7
1442,KT&G,South Korea,3.7,0.7,6.3,8.4
1444,Hanwha Corp,South Korea,10.2,0.3,14.9,2.1
1471,Samsung Electro-Mechanic,South Korea,7,0.4,6.5,6.4
1477,NHN,South Korea,2.1,0.5,2.8,10.4
1479,Daelim Industrial,South Korea,9.6,0.4,10.2,2.8
1491,SK Networks,South Korea,24.8,0,10,1.7
1508,Samsung Card,South Korea,3.3,0.7,15.3,4.1
1533,BS Financial Group,South Korea,2.1,0.3,38.6,2.8
1586,Hyosung,South Korea,11.2,0.1,12.9,1.6
1622,Doosan Infracore,South Korea,7.2,0.4,10.5,2.3
1660,Korea Zinc,South Korea,4.9,0.5,4.6,5.7
1683,STX Offshore,South Korea,10,0.1,12.1,0.5
1725,LIG Insurance,South Korea,8,0.2,13.9,1.1
1742,Doosan Heavy Industries,South Korea,8.6,0,12.6,3.5
1786,CJ Cheiljedang,South Korea,8.8,0.2,11.6,4
1801,Hanjin Shipping,South Korea,10,-0.6,10.3,1.3
1810,LG Uplus,South Korea,10.2,-0.1,9.9,3.5
1829,DGB Financial Group,South Korea,1.7,0.2,32.2,2
1840,LS Corp,South Korea,10.6,0.2,9.5,2.6
1881,GS Engineering,South Korea,8.3,0.1,10.8,2.3
1942,Hyundai Wia,South Korea,6.2,0.4,4.3,4
1992,LG International,South Korea,11.4,0.2,4.7,1.4
43,Banco Santander,Spain,108.8,2.9,1647.8,82.1
62,Telef¨®nica,Spain,82.3,5.2,161.5,67.1
91,BBVA-Banco Bilbao Vizcaya,Spain,52.1,2.2,840.8,54.7
124,Iberdrola,Spain,45.1,3.7,121.7,33.6
141,Repsol YPF,Spain,77.7,2.7,81.2,28.8
239,Gas Natural Fenosa,Spain,32.9,1.9,60.4,20.4
321,Inditex,Spain,20.6,3,17.5,83.3
399,Mapfre,Spain,27.1,0.9,69.2,10.7
532,CaixaBank,Spain,16.3,0.3,450.1,16.8
596,Ferrovial,Spain,10.1,0.9,27.2,11.9
628,Abertis,Spain,5.2,1.4,37.2,14.3
750,Grupo ACS,Spain,50.7,-2.5,51.5,7.7
877,Banco Popular Espaol,Spain,9.1,-3.2,203.2,7.8
944,Banco de Sabadell,Spain,8.5,0.1,213,6.6
1015,Bankia,Spain,12.2,-24.5,372.6,0.7
1153,OHL Group,Spain,5.3,1.3,15.2,3.5
1233,FCC,Spain,14.7,-1.1,25.1,1.3
1295,Red El¨¦ctrica,Spain,2.3,0.6,12,7.5
1330,Amadeus IT Holdings,Spain,3.8,0.7,6.8,11.9
1351,Abengoa,Spain,10.3,0.2,25.5,1.5
1360,Acciona,Spain,9.3,0.2,24.9,3.6
1581,Enagas,Spain,1.6,0.5,10.6,5.8
1618,Banco de Valencia,Spain,1.2,-4.7,28.3,6
1623,Grifols,Spain,3.5,0.3,7.4,12.1
1629,Bankinter,Spain,3.7,0.2,76.5,3.3
1721,Bolsas & Mercados,Spain,0.4,0.2,48.2,2.2
1728,DIA,Spain,13.4,0.2,4.4,4.9
1934,Sacyr Vallerhermoso,Spain,4.6,-1.3,19.7,0.9
118,Nordea Bank,Sweden,23.2,4.2,892.6,47.1
210,Volvo Group,Sweden,46.7,1.7,50.4,31.9
243,SEB,Sweden,14.4,1.8,376.8,23.5
247,Svenska Handelsbanken,Sweden,11.5,2.2,367,28.2
265,Swedbank,Sweden,10.9,2.2,283.8,27.4
286,TeliaSonera,Sweden,16.1,3.1,38.1,31
292,Ericsson,Sweden,35,0.9,40.4,44.1
481,Atlas Copco,Sweden,13.4,2.1,12.5,35.2
486,H&M,Sweden,18.1,2.5,8.8,59.8
505,Sandvik,Sweden,15.2,1.2,16,20.5
585,SCA,Sweden,13.1,0.7,20.2,17.3
602,Investor,Sweden,3.5,3.7,35.3,22.9
832,Skanska,Sweden,19.9,0.4,13.4,8
881,SKF Group,Sweden,9.9,0.7,9.1,11.7
892,Assa Abloy,Sweden,7.2,0.8,9.2,14.9
943,Electrolux Group,Sweden,16.9,0.4,11.2,8.1
1157,Industrivarden,Sweden,0.4,1.7,10.5,7.2
1294,Autoliv,Sweden,8.3,0.5,6.6,6.6
1319,Tele2,Sweden,6.7,0.5,6.9,7.4
1395,Alfa Laval,Sweden,4.6,0.5,5.1,9.9
1521,Hexagon,Sweden,3.2,0.5,7,9.8
1522,Lundbergs,Sweden,3.3,0.5,13.9,5.2
1648,Boliden,Sweden,6.2,0.5,6.1,4.6
1830,Getinge,Sweden,3.7,0.4,6.5,7.3
1862,Swedish Match,Sweden,1.8,0.4,2.2,6.3
1911,NCC Group,Sweden,8.8,0.3,5.9,2.9
32,Nestl¨¦,Switzerland,100.6,11.6,134.7,233.5
57,Novartis,Switzerland,56.7,9.5,124.2,169.3
75,Zurich Insurance Group,Switzerland,70.4,3.9,409.3,41.8
93,Roche Holding,Switzerland,49.7,10.4,65.5,198.9
127,Swiss Re,Switzerland,33.6,4.3,215.8,30.9
132,Credit Suisse Group,Switzerland,42.5,1.6,1009.6,37.1
157,Glencore International,Switzerland,214.4,1,105.5,41.7
158,ABB,Switzerland,40.1,2.8,48.8,53.4
202,Xstrata,Switzerland,32.3,1.2,83.1,52.1
213,ACE,Switzerland,17.9,2.7,92.5,29.9
367,Holcim,Switzerland,23.5,0.7,44.8,26.9
393,Syngenta,Switzerland,14.5,1.9,18.3,40.1
409,UBS,Switzerland,47.7,-2.7,1366.8,61.9
434,Swisscom,Switzerland,12.4,1.9,21.5,24
447,Richemont,Switzerland,11.9,2.1,15.1,48.9
533,TE Connectivity,Switzerland,13.2,1.1,18.1,17.6
598,Swatch Group,Switzerland,8.5,1.7,12,32.1
732,Adecco,Switzerland,26.4,0.5,12.7,10.9
815,Kuehne + Nagel,Switzerland,22.7,0.5,6.9,13.5
817,Transocean,Switzerland,9.2,-0.2,34.3,19.3
836,Bloise Group,Switzerland,10.3,0.5,80.3,4.5
842,Schindler Holding,Switzerland,8.9,0.8,8.3,17.5
856,Swiss Life Holding,Switzerland,20.4,0.1,178.7,5.1
931,Weatherford International,Switzerland,15.2,-0.8,22.8,9.4
947,Tyco International,Switzerland,10.5,0.3,12.1,14.7
980,Wolseley,Switzerland,21,0.1,10.9,13.7
1010,SGS,Switzerland,6.1,0.6,5.2,19.6
1048,Helvetia Holding,Switzerland,8.7,0.4,46.4,3.6
1077,Julius Baer Group,Switzerland,2.2,0.3,59.9,8.8
1171,Noble,Switzerland,3.5,0.5,14.6,9.6
1353,Givaudan,Switzerland,4.6,0.4,6.9,11.9
1377,BCV Group,Switzerland,1.4,0.3,43.5,4.8
1408,Alpiq Holding,Switzerland,13.6,-1.1,16.2,3.3
1525,STMicroelectronics,Switzerland,8.7,-1.2,10,6.8
1575,Pentair,Switzerland,4.4,-0.1,11.8,10.9
1602,Geberit,Switzerland,2,0.4,2.2,9.4
1675,Garmin,Switzerland,2.7,0.5,4.8,6.8
1714,Basler Kantonalbank,Switzerland,1,0.2,42.7,3
1780,Allied World Assurance,Switzerland,2.2,0.5,12,3.1
1805,DKSH Holding,Switzerland,9.4,0.2,3.7,5.6
1894,Luzerner Kantonalbank,Switzerland,0.7,0.2,30.6,3.2
1899,St Galler Kantonalbank,Switzerland,0.8,0.2,30.2,2.4
1910,Lindt & Sprungli,Switzerland,2.8,0.3,2.9,9.3
1922,BEKB-BCBE,Switzerland,0.7,0.1,28.8,2.5
1931,Sika,Switzerland,5.2,0.3,4.7,6.2
1937,Valiant Holding,Switzerland,0.7,0.1,27.6,1.4
1979,EFG International,Switzerland,1.3,0.1,25.8,2.1
1999,Sulzer Group,Switzerland,4.4,0.3,4.9,6.1
113,Hon Hai Precision,Taiwan,132.1,10.7,65.8,32.1
227,Taiwan Semiconductor,Taiwan,17.4,5.7,32.7,89.9
444,Fubon Financial,Taiwan,9.4,1,119.3,13.7
567,Quanta Computer,Taiwan,34.4,0.8,24.6,8.5
610,Cathay Financial,Taiwan,9.2,0.4,165.3,14.3
618,Chunghwa Telecom,Taiwan,7.4,1.4,15.2,24.3
764,Formosa Petrochemical,Taiwan,30.2,0.1,15.4,26.5
827,Mega Financial Holding,Taiwan,2,0.6,86.4,9.7
867,Asustek Computer,Taiwan,15.2,0.8,8.7,8.8
896,Chinatrust Financial,Taiwan,2.4,0.6,66.7,8.2
903,Formosa Plastics,Taiwan,7.4,0.5,11.8,15.3
904,Uni-President,Taiwan,14.5,0.4,11.6,9.5
907,China Steel,Taiwan,12.1,0.2,21.3,13.7
937,Formosa Chemicals,Taiwan,13.2,0.2,16,14.1
1001,Nan Ya Plastics,Taiwan,10.2,0.1,16.3,13.9
1128,Innolux,Taiwan,16.3,-0.1,20.6,5.4
1176,Shin Kong Financial,Taiwan,9.2,0.2,70,2.7
1182,HTC,Taiwan,9.8,0.6,7.1,6.6
1231,Delta Electronics,Taiwan,5.8,0.5,6.3,9.8
1306,MediaTek,Taiwan,3.4,0.5,7.2,15.4
1324,Pegatron,Taiwan,29.8,0.2,13.5,3.3
1349,Yuanta Financial Holding,Taiwan,1.2,0.4,25.3,5.1
1379,AU Optronics,Taiwan,13,-1.9,18.2,3.8
1383,Far Eastern New Century,Taiwan,7.8,0.4,10.9,5.4
1391,Hua Nan Financial,Taiwan,1.6,0.3,65.2,5
1403,Taishin Financial Holdings,Taiwan,2.4,0.3,86.2,2.8
1406,Taiwan Mobile,Taiwan,3.4,0.5,3.2,12
1431,Advanced Semiconductor,Taiwan,6.6,0.4,8.3,6.3
1438,First Financial Holdings,Taiwan,1.5,0.3,68.7,5.1
1462,TPK Holding,Taiwan,5.9,0.5,3.4,6.7
1477,SinoPac Financial,Taiwan,1.3,0.3,46.7,3.5
1503,Chang Hwa Bank,Taiwan,1.2,0.3,52.3,4.3
1506,Taiwan Cooperative Financial,Taiwan,1.9,0.2,91,4.5
1523,Compal Electronics,Taiwan,23.1,0.2,9.8,3
1555,Wistron,Taiwan,22.2,0.2,9.4,2.5
1758,Taiwan Business Bank,Taiwan,0.9,0.1,41.8,1.6
1795,E.Sun Financial,Taiwan,0.9,0.1,38.2,2.9
1822,Acer,Taiwan,14.8,-0.1,7.8,2.5
1854,Far EasTone Telecom,Taiwan,3,0.4,3.4,7.6
1866,Inventec,Taiwan,13.9,0.1,6.9,1.3
144,PTT PCL,Thailand,89.9,3.4,53.3,32.9
477,Siam Commercial Bank,Thailand,6,1.3,74.2,21.5
524,Kasikornbank,Thailand,6,1.2,67.8,17.5
607,PTT Global Chemical,Thailand,18.5,1.1,14.2,11.3
633,Siam Cement,Thailand,13.3,0.8,12.8,20.3
640,Bangkok Bank,Thailand,4.3,1.1,79.1,15.1
735,Krung Thai Bank,Thailand,4.1,0.8,73.7,12.4
914,Charoen Pokphand Foods,Thailand,11.7,0.6,10.1,9
964,Advanced Info Service,Thailand,4.6,1.1,3.1,23.2
1080,Thai Beverage,Thailand,5.2,0.9,6.8,12.3
1086,Bank of Ayudhya,Thailand,2.8,0.5,34.8,7.2
1257,CP All,Thailand,6.2,0.4,2.3,13.9
1368,Thai Oil,Thailand,14.6,0.4,5.6,4.7
1604,InTouch,Thailand,0.3,0.5,1.5,8.6
1833,Total Access Communication,Thailand,2.9,0.4,3.3,7.7
1853,Thanachart Capital,Thailand,2.4,0.2,33.5,2
307,Ko Holding,Turkey,47.1,1.3,61.1,13.6
333,Isbank,Turkey,12.4,1.9,112.7,16.8
341,Garanti Bank,Turkey,9.8,1.9,99.2,22
382,Akbank,Turkey,8.2,1.7,91.6,20.6
388,Sabanci Holding,Turkey,14.6,1,98.3,12.7
543,Halkbank,Turkey,6.2,1.5,61,13.3
711,VakifBank,Turkey,6.3,0.8,60.6,7.9
802,Turk Telekom,Turkey,7.1,1.5,9.5,15
843,Turkcell,Turkey,5.9,1.2,10.5,14.8
1210,Turkish Airlines,Turkey,8.3,0.6,10.5,4.8
1245,Enka,Turkey,5.7,0.6,8.2,8.3
1788,Anadolu Efes,Turkey,3.6,0.3,6.5,9
1972,BIM Birlelik Magazalar,Turkey,5.5,0.2,1.2,7.5
1977,Ford Otosan,Turkey,5.5,0.4,2.6,4.5
497,Etisalat,UAE,9,1.8,21.8,21.8
691,National Bank of Abu Dhabi,UAE,3.1,1.1,81.8,12.4
765,First Gulf Bank,UAE,2.6,1.1,47.7,11.1
981,Emirates NBD,UAE,3.8,0.6,83.9,5.8
985,DP World,UAE,3.1,0.7,16.4,12
1005,Abu Dhabi Commercial Bank,UAE,2.6,0.7,49.2,6.1
1110,Emaar Properties,UAE,2.4,0.6,16.6,9.2
1401,TAQA,UAE,7.5,0.2,33.3,2.2
1550,Union National Bank,UAE,1.2,0.4,23.7,2.7
1687,Mashreq Bank,UAE,1.5,0.4,20.8,2.2
1694,Dubai Islamic Bank,UAE,1.3,0.3,26,2.2
1701,Abu Dhabi Islamic Bank,UAE,1,0.3,23.3,2.4
1786,Emirates Integrated Telecom,UAE,2.7,0.5,3.8,5.8
1902,Dragon Oil,UAE,1.2,0.6,3.8,4.8
6,HSBC Holdings,UK,104.9,14.3,2684.1,201.3
18,BP,UK,370.9,11.6,301,130.4
33,Vodafone,UK,74.4,11.1,219.9,135.7
65,Prudential,UK,90.2,3.6,489.4,44.7
98,Standard Chartered,UK,26.9,4.9,636.5,64.4
105,Tesco,UK,102.8,4.5,81.1,46.9
112,GlaxoSmithKline,UK,43,7.4,63.5,111.1
149,AstraZeneca,UK,28.6,6.4,52.5,58
159,British American Tobacco,UK,24.1,6.1,44.2,102
163,BG Group,UK,19.3,4.6,64.4,60.6
179,National Grid,UK,21.7,3.3,75.6,40.7
188,SABMiller,UK,16.7,4.3,55,84.1
208,Legal & General Group,UK,56.9,1.3,562.9,15.5
221,BT Group,UK,30.9,3.2,37.3,32.5
224,Old Mutual,UK,32.2,1.9,230.4,15.5
242,Diageo,UK,16.9,3,34.5,76.4
245,Centrica,UK,38.9,2.1,35.4,27.7
287,Standard Life,UK,31.2,1.1,283,13.5
291,Rolls-Royce Holding,UK,19.8,3.7,28.9,30.7
296,Imperial Tobacco Group,UK,23.7,1.1,44.4,35.2
319,Reckitt Benckiser Group,UK,15.6,3,24.4,51.2
325,BAE Systems,UK,26.3,1.7,36.2,18.8
355,WPP,UK,16.9,1.3,40.3,20.7
390,Lloyds Banking Group,UK,75.6,-2.3,1495.9,53.8
400,Barclays,UK,55.7,-1.7,2422.5,62.3
420,Royal Bank of Scotland,UK,42.1,-9.4,2133.1,52
435,Rio Tinto,UK,51,-3,117.6,98.5
471,Compass Group,UK,27.3,1,14.4,23.1
473,Aon,UK,11.5,1,30.5,18.7
493,Associated British Foods,UK,19.8,0.9,16.2,22.7
502,Reed Elsevier,UK,9.9,1.7,17.9,25.6
520,J Sainsbury,UK,35.7,1,19.7,10.4
520,Aviva,UK,69,-5.1,512.7,14.5
522,Anglo American,UK,29.4,-1.5,78.1,39.9
539,SSE,UK,50.8,0.3,31.1,21.2
576,Wim Morrison Supermarkets,UK,28.8,1,16.6,9.5
642,Ensco,UK,6.8,1.8,18.5,14.1
643,Kingfisher,UK,16.8,0.9,15.6,10.3
679,Delphi Automotive,UK,15.5,1.1,10.2,13.6
700,British Sky Broadcasting,UK,10.7,1.4,8.6,21.6
731,RSA Insurance Group,UK,14.4,0.6,33.4,6.3
753,Pearson,UK,8.2,0.5,18.1,14.9
756,Antofagasta,UK,6.7,1,12.9,16.1
759,Marks & Spencer,UK,15.9,0.8,11.6,9.1
900,London Stock Exchange,UK,1.1,0.8,163.6,5.7
912,International Airlines,UK,23.9,-1.2,25.6,7.6
923,Evraz Group,UK,16.4,0.5,17,5.4
924,Investec,UK,5.8,0.4,82.1,6.5
979,GKN,UK,10.6,0.8,9.7,6.8
999,Land Securities Group,UK,1.1,0.8,17.3,9.8
1006,Johnson Matthey,UK,19.3,0.5,5.2,7.5
1013,Subsea 7,UK,6.3,0.8,10.5,8.3
1076,Vedanta Resources,UK,14,0.1,45.4,4.7
1098,Schroders,UK,2.3,0.4,23.8,9.2
1120,Next,UK,5.6,0.8,3,10
1133,Tullow Oil,UK,2.4,0.6,9.4,17.2
1202,Petrofac,UK,6.5,0.6,5.3,8.1
1206,British Land,UK,0.6,0.8,13,7.5
1277,United Utilities,UK,2.5,0.5,16,7.1
1283,Smith & Nephew,UK,4.2,0.7,5.5,10.2
1293,Polyus Gold International,UK,2.8,0.9,5.6,9.8
1318,Essar Energy,UK,16.7,-0.6,17.4,2.9
1350,Eurasian Natural Resources,UK,6.3,-0.8,20.2,6.8
1414,Rexam,UK,7,0.3,9.9,6.3
1451,Direct Line Insurance,UK,6.1,0.3,18.8,4.7
1464,Capita,UK,5.4,0.4,6.3,8.7
1487,Mondi,UK,7.7,0.3,8.7,6.4
1489,Bunzl,UK,8.7,0.3,4.8,6.5
1498,G4S,UK,11.9,0.1,9.1,6.4
1517,EasyJet,UK,6.2,0.4,6.9,6.4
1526,Travis Perkins,UK,7.9,0.4,7.1,5
1540,InterContinental Hotels,UK,1.9,0.6,3.1,8.1
1551,Weir Group,UK,4.1,0.5,5.3,7.9
1554,ICAP,UK,2.7,0.2,129.9,3.2
1571,Burberry Group,UK,3,0.4,2.4,9.7
1602,Smiths Group,UK,4.7,0.4,5.3,7.8
1636,ARM Holdings,UK,0.9,0.3,2.3,19.6
1647,Serco Group,UK,7.8,0.4,5.3,4.7
1654,Tate & Lyle,UK,4.9,0.5,4.6,5.8
1664,Aggreko,UK,2.6,0.4,3.4,8
1671,FirstGroup,UK,10.7,0.3,8.4,1.5
1680,Balfour Beauty,UK,15.4,0.1,9.2,2.9
1683,Thomas Cook Group,UK,15.3,-0.9,9.2,1.6
1704,ITV,UK,3.6,0.4,4.4,7.8
1726,Carphone Warehouse,UK,0,1.2,1.2,1.4
1778,Whitbread,UK,2.8,0.4,4.7,7
1779,AMEC,UK,6.8,0.4,4,4.8
1812,Vesuvius,UK,2.5,0.9,3,1.7
1813,Sage Group,UK,2.2,0.5,4,6.1
1843,Inchcape,UK,9.6,0.3,5.5,3.6
1854,Willis Group Holdings,UK,3.5,-0.4,15.1,6.6
1892,Dixons Retail,UK,13.3,-0.3,4.7,1.9
1941,Severn Trent,UK,2.8,0.3,12.3,5.9
1942,Aberdeen Asset Management,UK,1.4,0.3,6.5,7.5
1987,IMI,UK,3.5,0.4,2.8,6.6
3,JPMorgan Chase,USA,108.2,21.3,2359.1,191.4
4,General Electric,USA,147.4,13.6,685.3,243.7
5,Exxon Mobil,USA,420.7,44.9,333.8,400.4
9,Berkshire Hathaway,USA,162.5,14.8,427.5,252.8
12,Wells Fargo,USA,91.2,18.9,1423,201.3
13,Chevron,USA,222.6,26.2,233,232.5
15,Wal-Mart Stores,USA,469.2,17,203.1,242.5
15,Apple,USA,164.7,41.7,196.1,416.6
19,Citigroup,USA,90.7,7.5,1864.7,143.6
24,AT&T,USA,127.4,7.3,272.3,200.1
28,Bank of America,USA,100.1,4.2,2210,135.5
34,IBM,USA,104.5,16.6,119.2,239.5
35,Proctor & Gamble,USA,83.3,12.9,139.9,208.5
37,Pfizer,USA,59,14.6,185.8,201.4
41,Microsoft,USA,72.9,15.5,128.7,234.8
46,Johnson & Johnson,USA,67.2,10.9,121.3,221.4
49,Goldman Sachs Group,USA,41.7,7.5,938.6,74.5
53,Ford Motor,USA,134.3,5.7,190.6,51.8
56,Comcast,USA,62.6,6.2,165,106.3
62,American International Group,USA,65.7,3.4,548.6,57.5
68,Google,USA,50.2,10.7,93.8,268.4
70,General Motors,USA,152.3,6.2,149.4,38.5
73,ConocoPhillips,USA,58.4,8.4,117.1,72.1
77,Intel,USA,53.3,11,84.4,105.7
79,Coca-Cola,USA,48,9,86.2,173.1
80,Cisco Systems,USA,47.3,9.3,95.4,116.9
82,Merck & Co,USA,47.3,6.2,106.1,133.3
88,PepsiCo,USA,65.5,6.2,74.6,118.9
90,UnitedHealth Group,USA,110.6,5.5,80.9,56.1
92,United Technologies,USA,57.7,5.1,89.4,85.5
96,Boeing,USA,81.7,3.9,88.9,65.4
97,Caterpillar,USA,65.9,5.7,89.4,58.2
102,Oracle,USA,37.1,10.6,79.4,172
104,CVS Caremark,USA,123.1,3.9,65.9,66
108,Walt Disney,USA,42.8,5.6,80.6,104
108,American Express,USA,33.8,4.5,153.1,73
116,US Bancorp,USA,22.2,5.6,353.9,63.8
122,MetLife,USA,68.2,1.3,836.8,44
123,Abbott Laboratories,USA,39.9,6,67.2,53.6
129,Home Depot,USA,74.8,4.5,41.1,103.3
130,Phillips 66,USA,166.1,4.1,48.1,39.9
134,Verizon Communications,USA,115.8,0.9,225.2,137.3
137,News Corp,USA,34.3,4,62.7,70.6
140,Capital One Financial,USA,23.8,3.5,312.9,32.1
147,Target,USA,73.3,3,48.2,43.1
151,Occidental Petroleum,USA,24.3,4.6,64.2,67.4
152,Philip Morris International,USA,31.4,8.8,37.7,150.6
153,Time Warner,USA,28.7,3,68.3,53
164,Qualcomm,USA,20.5,6.6,44.8,111.6
165,PNC Financial Services,USA,16.6,3,305.1,35.3
166,Deere & Co,USA,36.8,3.2,55.2,35.9
170,Express Scripts,USA,93.9,1.3,58.1,48.9
171,EI du Pont de Nemours,USA,35.3,2.8,49.7,46.6
174,Travelers Cos,USA,25.7,2.5,104.9,31.1
175,Honeywell International,USA,37.7,2.9,41.9,57.6
180,McDonald's,USA,27.6,5.5,35.4,99.9
182,Mondelez International,USA,35,1.6,75.5,50.5
183,Allstate,USA,33.3,2.3,126.9,22.9
186,Aflac,USA,25.4,2.9,131.1,23.9
189,Union Pacific,USA,20.9,3.9,47.2,66.5
192,Amgen,USA,17.3,4.3,54.3,68.7
193,Dow Chemical,USA,56.8,1.2,69.6,40.7
193,3M,USA,29.9,4.4,33.9,73.4
195,Bank of New York Mellon,USA,15.1,2.4,359,33.5
197,Valero Energy,USA,139.2,2.1,44.5,24.4
198,Duke Energy,USA,19.6,1.8,113.9,49.3
201,WellPoint,USA,61.7,2.7,59,19.8
203,Walgreen,USA,70.8,2.1,35.6,40.2
205,Dell,USA,56.9,2.4,47.5,25
209,Lockheed Martin,USA,47.2,2.7,38.7,29.9
211,Costco Wholesale,USA,103.1,2,29.1,44.2
218,Eli Lilly & Co,USA,22.6,4.1,34.4,62.5
223,Lowe's Cos,USA,50.5,2,32.7,43.1
224,Marathon Petroleum,USA,76.5,3.4,27.2,29.1
228,EMC,USA,21.7,2.7,38.1,53.3
229,Southern Co,USA,16.5,2.4,63.1,39.6
232,Altria Group,USA,17.5,4.2,35.3,67.7
236,Hess,USA,37.7,2,43.4,24.8
237,Archer Daniels Midland,USA,90.6,1.4,45.1,21.7
238,McKesson,USA,123.5,1.6,33.4,25.7
246,FedEx,USA,43.9,1.8,31.8,34.3
250,Time Warner Cable,USA,21.4,2.2,49.8,27.3
253,United Parcel Service,USA,54.1,0.8,38.9,81.5
253,Apache,USA,17.1,2,60.7,29.6
256,BlackRock,USA,9.3,2.5,200.5,44.2
257,AbbVie,USA,18,5.3,27,60.9
258,Medtronic,USA,16.4,3.5,34.9,46
259,Exelon,USA,23.5,1.2,78.6,28.5
261,Halliburton,USA,28.5,2.6,27.4,39
262,Bristol-Myers Squibb,USA,17.6,2,35.9,63.8
267,Anadarko Petroleum,USA,13.4,2.4,52.6,42.7
269,Prudential Financial,USA,84.8,0.5,709.3,28.1
273,Freeport-McMoRan Copper,USA,18,3,35.4,32.1
274,Ebay,USA,14.1,2.6,37.1,65.4
276,Danaher,USA,18.3,2.4,32.9,43.1
282,NextEra Energy,USA,14.3,1.9,64.4,31.6
290,Cigna,USA,29.1,1.6,53.7,17.9
292,State Street,USA,10.1,2.1,222.6,27.4
297,National Oilwell Varco,USA,20,2.5,31.5,30.1
305,Emerson Electric,USA,24.7,2.1,23.8,41.6
310,BB&T,USA,10.7,2,183.9,21.7
312,Aetna,USA,36.6,1.7,41.5,16.7
314,Visa,USA,10.7,2.4,35.9,104.8
323,Johnson Controls,USA,42,1.2,31.2,23.9
336,Kroger,USA,96.8,1.5,24.7,16.3
337,SunTrust Banks,USA,11.2,2,173.4,15.7
339,American Electric,USA,14.9,1.3,54.4,23.3
340,Chubb,USA,13.6,1.5,52.2,22.3
343,NIKE,USA,25.3,2.4,15.6,49.4
344,Monsanto,USA,14,2.3,22.5,55.9
348,Marathon Oil,USA,15.6,1.6,35.3,24.8
351,Raytheon,USA,24.4,1.9,26.7,18.9
352,HCA Holdings,USA,33,1.6,28.1,16.8
353,Kimberly-Clark,USA,21.1,1.8,19.9,36.2
356,Cardinal Health,USA,104.8,1.1,24.6,15.9
360,Kraft Foods Group,USA,18.3,1.6,23.3,29.8
361,Delta Air Lines,USA,36.7,1,44.6,13.6
362,Northrop Grumman,USA,25.2,2,26.5,16.3
363,Fannie Mae,USA,131.9,7.2,3226.2,2.3
364,Illinois Tool Works,USA,17.9,2.9,19.3,28.3
365,General Mills,USA,17.4,1.8,22.8,29.9
369,CenturyLink,USA,18.4,0.8,54,21.5
